ID;Title;Link;Link;Actual Price;Old Price;Company
368298;Вода Evian негазированная, 500мл;https://online.metro-cc.ru/products/evian-stolovaya-pityevaya-negazirovannaya-05-l;https://online.metro-cc.ru/products/evian-stolovaya-pityevaya-negazirovannaya-05-l;146.0;146.0;Вода Evian негазированная
624570;Вода Borjomi природная минеральная, 330мл;https://online.metro-cc.ru/products/mineralnaya-borjomi-v-zheleznoj-banke-12-033-l;https://online.metro-cc.ru/products/mineralnaya-borjomi-v-zheleznoj-banke-12-033-l;59.9;78.9;Вода Borjomi природная минеральная
395466;Вода ФрутоНяня Детская негазированная, 330мл;https://online.metro-cc.ru/products/voda-pityevaya-detskaya-frutonyanya-negazirovannaya-330g;https://online.metro-cc.ru/products/voda-pityevaya-detskaya-frutonyanya-negazirovannaya-330g;30.99;30.99;Вода ФрутоНяня Детская негазированная
439746;Вода Stelmas Mg минеральная лечебно-столовая газированная, 1л;https://online.metro-cc.ru/products/mineralnaya-stemals-gazirovannaya-1-l;https://online.metro-cc.ru/products/mineralnaya-stemals-gazirovannaya-1-l;86.9;86.9;Вода Stelmas Mg минеральная лечебно-столовая газированная
202487;Вода Rare родниковая негазированная, 800мл;https://online.metro-cc.ru/products/08l-voda-rare-rodnikovaya-bg-pet;https://online.metro-cc.ru/products/08l-voda-rare-rodnikovaya-bg-pet;69.9;87.9;Вода Rare родниковая негазированная
